crew_size metabolic_profile metabolic_rate meteorite_impact_a meteorite_impact_b insulation_loss airlock_failure vacuum_severity vacuum_fault flow_rate_a flow_rate_b mesh_size filter_clog_fault lstm_param_filter screen_blinding leak_severity leak_fault valve_severity valve_fault bed_length_a bed_length_b pellet_bed_ratio water_preload system_leak heater_failure heater_fault_a co2_scrub_fault half_cycle_time diffuser airflow_rate fan oxygen_fault fire water_fault inlet_humidity inlet_temperature heater_fault_b evaporator_fault compressor_fault humidity_fault ihab_config halo_config
Two long low Small False very_small True low high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal low medium low_temp False short aft nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal off_nominal config1 config1
One long low Small False very_small False medium nominal nominal nominal nominal nominal Mko nominal low off_nominal low nominal short short r_42to94 preloaded nominal nominal low_temp False short forward nominal with nominal nominal nominal nominal degraded nominal off_nominal off_nominal off_nominal config2 config1
One long medium Medium False very_small False medium nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False short forward nominal with nominal nominal nominal nominal degraded off_nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False very_low nominal degraded_up nominal nominal nominal Mok nominal low degraded low nominal short short r_42to94 preloaded high nominal low_temp False very_short forward nominal with nominal nominal nominal too_dry nominal nominal nominal nominal off_nominal config1 config1
One long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_42to94 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config1
One long low Medium False small False high nominal degraded_up nominal nominal clogged Mko nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False short aft off_nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two long very_high Medium False very_small False low nominal degraded_down nominal nominal nominal Mok nominal low degraded low stiction short short r_24to48 preloaded low nominal nominal_temp False short forward nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config2
Two long low Medium True very_small False high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False short forward off_nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False medium high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal low low_temp False very_short forward nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal off_nominal config1 config1
Two long very_high Medium False very_small False medium nominal nominal nominal nominal clogged Mko degraded low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False short forward nominal with nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config2
One short low Medium False very_small False very_low nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_42to94 nominal medium nominal nominal_temp False very_short forward off_nominal with nominal nominal nominal too_dry nominal off_nominal nominal off_nominal nominal config1 config1
One long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_42to94 preloaded nominal nominal nominal_temp False short forward nominal with nominal off_nominal off_nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low off_nominal high nominal short short r_24to48 preloaded high nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal off_nominal off_nominal nominal nominal config1 config1
One long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok degraded low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp True very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Small False very_high False high high_vaccuum nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft nominal with nominal nominal off_nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp True short forward nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short low Small False small False very_low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_42to94 nominal high nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two long low Medium True very_small True low nominal degraded_up nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False short forward nominal without nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short low Medium False very_small False medium nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
Two long low Medium False very_small False medium nominal off_down nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward off_nominal with nominal off_nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False medium nominal nominal nominal nominal nominal Mok nominal high degraded low stiction short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config1
One long low Medium False small False very_high nominal nominal off_down nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal high nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
Two long low Small False very_small True low nominal nominal nominal nominal clogged Mok nominal low off_nominal high nominal short short r_24to48 nominal low nominal low_temp True very_short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config2
One long low Small False very_high False very_low high_vaccuum nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_42to94 nominal nominal nominal nominal_temp False short forward nominal with off_nominal nominal nominal too_dry nominal nominal nominal nominal off_nominal config1 config1
Two long very_high Medium False very_small False medium high_vaccuum nominal nominal nominal clogged Mko nominal high degraded low nominal short short r_42to94 preloaded nominal nominal low_temp False short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short high Medium False very_small False very_low high_vaccuum nominal nominal nominal nominal Mok faulty low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward off_nominal with off_nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short low Medium True very_small False low nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with off_nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
One short high Small False very_high False low nominal degraded_down nominal nominal clogged Mok faulty low degraded low nominal short short r_24to48 preloaded medium nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded high medium nominal_temp False short forward off_nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Small False very_small False low nominal nominal nominal nominal nominal Mko nominal high degraded low nominal short short r_24to48 nominal low nominal nominal_temp False very_short aft off_nominal with nominal nominal nominal nominal nominal off_nominal off_nominal nominal off_nominal config1 config1
One long low Medium False small False very_low nominal nominal nominal nominal nominal Mok faulty low degraded low nominal short short r_42to94 nominal nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
One long low Medium False very_small False high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward off_nominal with nominal nominal nominal nominal degraded nominal nominal nominal nominal config1 config1
One short low Medium False very_small False low nominal nominal nominal nominal nominal Mok degraded low degraded low nominal short short r_24to48 nominal medium nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Medium False small False low nominal nominal nominal nominal nominal Mok degraded low off_nominal low nominal short short r_24to48 nominal low nominal nominal_temp False short forward off_nominal with off_nominal nominal off_nominal nominal nominal off_nominal nominal nominal nominal config1 config1
One long medium Medium False small False very_high nominal degraded_down nominal nominal nominal Mok nominal low off_nominal low stiction short short r_42to94 nominal nominal nominal nominal_temp False very_short aft nominal with off_nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config2 config1
Two long low Medium False very_small False low nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 nominal low nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium True very_small False low high_vaccuum nominal nominal nominal nominal Mko nominal low off_nominal high nominal short short r_42to94 preloaded nominal medium nominal_temp False very_short aft nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Small False very_small False very_low nominal nominal nominal degraded nominal Mok nominal low degraded low nominal short short r_24to48 preloaded medium nominal low_temp False short forward off_nominal with nominal nominal nominal nominal degraded nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False very_low nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False short forward nominal with nominal nominal nominal too_dry nominal nominal nominal off_nominal nominal config1 config1
One long low Medium False very_small False low nominal nominal nominal nominal clogged Mko degraded high degraded low nominal short short r_42to94 preloaded nominal nominal nominal_temp False short forward off_nominal with nominal nominal nominal nominal degraded nominal nominal off_nominal nominal config1 config1
One long medium Medium False very_small False medium nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_42to94 preloaded low nominal nominal_temp False very_short aft off_nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
One short medium Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False medium nominal nominal nominal nominal nominal Mko degraded low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False short forward nominal with nominal nominal nominal too_humid nominal nominal nominal nominal off_nominal config1 config1
Two long low Medium False very_small False very_high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_dry nominal nominal nominal off_nominal nominal config1 config1
Two long low Medium False very_small False medium nominal off_down nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded high nominal nominal_temp False very_short forward nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short low Medium False very_small False medium nominal nominal nominal nominal nominal Mok nominal low degraded high nominal short short r_24to48 preloaded nominal nominal low_temp False very_short aft nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal degraded_up nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded low nominal low_temp False very_short forward nominal with nominal off_nominal nominal nominal degraded nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft nominal without nominal off_nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
One long low Medium True very_small False very_low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal low nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False high nominal nominal nominal nominal nominal Mko nominal low off_nominal low nominal short short r_42to94 preloaded nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False very_low nominal degraded_down nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal without nominal nominal off_nominal too_humid nominal nominal nominal off_nominal nominal config1 config1
One long high Small False high False high nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal off_nominal config1 config1
Two long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp True very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
Two long medium Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded medium nominal low_temp False very_short forward nominal with nominal off_nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mko nominal high off_nominal low stiction short short r_24to48 preloaded low nominal nominal_temp False very_short forward off_nominal with nominal nominal nominal nominal nominal off_nominal off_nominal nominal nominal config1 config1
Two long high Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low off_nominal low stiction short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long very_high Medium False very_high False high nominal nominal nominal nominal clogged Mok nominal high off_nominal low nominal short short r_24to48 preloaded high nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal off_nominal config1 config1
One long high Medium False very_small False very_low nominal off_up nominal nominal nominal Mok nominal high off_nominal low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short aft off_nominal with nominal nominal off_nominal too_humid nominal nominal nominal nominal nominal config2 config1
Two short very_high Medium False very_small False low nominal off_down nominal nominal nominal Mok nominal low degraded high nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft off_nominal with nominal off_nominal nominal nominal degraded nominal off_nominal nominal off_nominal config1 config1
One long low Medium False very_small False very_high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal off_nominal config1 config1
Two long low Medium False very_small False medium nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft nominal without nominal nominal nominal nominal nominal nominal nominal nominal off_nominal config1 config1
Two long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mko nominal low off_nominal low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal too_humid nominal nominal off_nominal nominal nominal config1 config1
Two long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal high off_nominal low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False very_high high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_42to94 preloaded nominal nominal low_temp True very_short forward off_nominal without nominal nominal nominal too_dry nominal off_nominal nominal nominal nominal config2 config1
Two long low Medium False very_small False high nominal nominal nominal nominal clogged Mok degraded high degraded low nominal short short r_24to48 preloaded low nominal low_temp False short forward nominal with nominal off_nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small True very_low nominal nominal nominal nominal nominal Mko degraded low degraded high stiction short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft off_nominal with nominal off_nominal nominal too_dry degraded off_nominal nominal nominal nominal config1 config1
One long low Medium True very_small False low nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward nominal with nominal off_nominal nominal nominal degraded nominal nominal nominal nominal config1 config1
One short low Medium False very_small False high nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short high Small False very_small False very_low nominal degraded_up nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mok nominal low degraded high nominal short short r_42to94 nominal medium nominal nominal_temp False very_short aft nominal with nominal nominal off_nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long medium Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mok degraded low degraded low nominal short short r_24to48 nominal low nominal nominal_temp False very_short forward nominal with off_nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False low nominal nominal nominal nominal nominal Mok faulty low degraded low nominal short short r_24to48 preloaded nominal low nominal_temp False very_short forward nominal without off_nominal nominal nominal nominal nominal off_nominal nominal off_nominal off_nominal config1 config1
One long very_high Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal off_nominal config1 config2
One long low Small False very_small False high nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal low nominal_temp False short aft nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short high Medium False very_small False medium high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded medium nominal low_temp False very_short forward nominal without nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False medium high_vaccuum nominal nominal nominal clogged Mko nominal low off_nominal low nominal short short r_24to48 preloaded high nominal low_temp False very_short aft nominal with off_nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_42to94 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short low Medium False very_high False very_high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mko nominal high degraded low nominal short short r_24to48 preloaded medium nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
One long low Small False very_small False very_low nominal degraded_down nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short aft nominal without nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long low Medium False very_small False medium nominal nominal off_up nominal nominal Mok nominal low degraded low stiction short short r_42to94 preloaded nominal nominal low_temp False short aft nominal with nominal nominal nominal too_dry nominal off_nominal off_nominal nominal nominal config1 config1
Two short medium Medium False very_small False very_high high_vaccuum nominal nominal nominal nominal Mok nominal low off_nominal low stiction short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal with nominal nominal off_nominal nominal degraded nominal nominal nominal off_nominal config1 config2
One long low Medium True very_small False very_high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft nominal with nominal nominal off_nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium True very_small False low nominal nominal off_up nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config2 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low stiction short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One long very_high Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded medium nominal nominal_temp False short forward nominal with nominal nominal off_nominal too_dry nominal nominal nominal nominal off_nominal config1 config1
One long low Medium False very_small False very_low high_vaccuum nominal off_up nominal nominal Mok nominal high degraded low stiction short short r_42to94 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long high Medium False very_small False high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_dry nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False medium nominal nominal nominal nominal nominal Mko nominal high degraded high nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
One long low Medium False high False low nominal nominal nominal nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft nominal with off_nominal nominal off_nominal nominal nominal off_nominal nominal nominal off_nominal config1 config1
One long low Medium True very_small False very_low nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal with nominal off_nominal nominal nominal degraded nominal nominal nominal nominal config2 config2
One long low Small False very_small False low nominal off_down nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_high False medium nominal nominal off_down nominal nominal Mko nominal low degraded low nominal short short r_24to48 preloaded medium nominal nominal_temp False short forward nominal with off_nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config2
Two long low Medium False very_small False high high_vaccuum nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two long low Small False very_high False medium nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
One short low Medium False very_small False medium nominal nominal nominal nominal nominal Mko nominal high degraded low nominal short short r_42to94 nominal nominal nominal nominal_temp False short forward off_nominal with nominal nominal off_nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small True high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded low nominal nominal_temp False very_short forward off_nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two short low Medium False very_small False very_high nominal nominal nominal nominal nominal Mko nominal high degraded low nominal short short r_24to48 nominal medium nominal nominal_temp False very_short forward nominal with nominal off_nominal nominal too_dry nominal nominal nominal nominal off_nominal config2 config2
Two long low Medium False very_small False very_high nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two short low Medium False high False very_high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft off_nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
One long low Medium False very_small False very_low nominal nominal degraded_down nominal nominal Mko nominal low degraded low nominal short short r_42to94 nominal nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_humid nominal nominal off_nominal nominal nominal config1 config2
One long low Medium False very_small False medium nominal nominal nominal nominal nominal Mko nominal low off_nominal low nominal short short r_24to48 preloaded low nominal nominal_temp True very_short forward off_nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal off_nominal config1 config1
One long medium Medium False very_small False low high_vaccuum degraded_down nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded high nominal low_temp False very_short forward nominal with off_nominal nominal nominal nominal nominal nominal off_nominal nominal off_nominal config1 config1
Two long low Medium False very_small False very_low nominal nominal nominal nominal nominal Mok nominal high degraded low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config1
One long medium Medium False very_small False high nominal nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded nominal low low_temp False short forward nominal with nominal nominal nominal nominal nominal nominal off_nominal nominal nominal config1 config1
One short low Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short forward nominal with nominal off_nominal nominal too_dry nominal nominal off_nominal nominal off_nominal config1 config1
Two short low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mko nominal low off_nominal low stiction short short r_24to48 preloaded nominal nominal low_temp False very_short forward nominal with nominal nominal nominal nominal nominal off_nominal off_nominal nominal off_nominal config1 config1
Two short low Medium False very_small True high nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False short forward off_nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
One long low Small False very_small False very_high nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short aft nominal without nominal nominal nominal too_humid nominal nominal nominal nominal nominal config2 config1
One long low Medium True small False medium nominal nominal nominal nominal clogged Mko nominal high degraded low nominal short short r_24to48 preloaded nominal medium low_temp False very_short forward nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False medium high_vaccuum nominal nominal nominal clogged Mok nominal low degraded low nominal short short r_24to48 preloaded high nominal nominal_temp False short aft nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
One short low Medium False very_small False low high_vaccuum nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_42to94 preloaded high nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config2 config2
Two short very_high Medium False very_high False medium nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 nominal high nominal low_temp False very_short aft nominal with nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config2 config1
Two long medium Medium False very_small False low nominal nominal nominal nominal nominal Mok nominal low degraded high nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short forward nominal with nominal nominal nominal too_humid nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small False low nominal nominal nominal nominal nominal Mko faulty low degraded low nominal short short r_24to48 nominal nominal nominal nominal_temp False very_short forward nominal without nominal nominal nominal nominal nominal nominal nominal off_nominal nominal config1 config1
Two long low Medium False small False very_high nominal nominal nominal nominal nominal Mko nominal low degraded low stiction short short r_24to48 nominal low medium nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long low Medium False very_small True high nominal nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal medium nominal_temp True very_short aft nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config2
One long low Medium True very_small False very_low high_vaccuum nominal nominal nominal nominal Mok nominal low off_nominal low nominal short short r_24to48 preloaded nominal nominal nominal_temp False very_short aft nominal with nominal off_nominal nominal nominal nominal nominal nominal nominal nominal config1 config1
Two long medium Medium False very_small False very_low nominal nominal nominal nominal nominal Mko nominal low off_nominal low nominal short short r_24to48 preloaded low nominal nominal_temp False short forward nominal with nominal nominal nominal nominal nominal nominal off_nominal off_nominal nominal config1 config1
Two long low Medium False very_high False medium nominal nominal nominal nominal nominal Mok nominal low degraded low nominal short short r_24to48 preloaded nominal nominal low_temp False very_short aft nominal with nominal nominal nominal nominal nominal off_nominal nominal nominal nominal config1 config2
One long low Small False very_small False medium nominal nominal nominal nominal nominal Mok nominal high off_nominal low nominal short short r_24to48 preloaded nominal nominal nominal_temp False short forward off_nominal with nominal nominal off_nominal nominal nominal nominal nominal off_nominal nominal config1 config2
